Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications,cl_cat,cl_res,cl_mq,cl_pq,Combined_Description
Google,"Head of Go-To-Market, Brazil",Business Strategy,"São Paulo, Brazil","Lead a high-performing team to deliver on all strategic and operational priorities.
Drive alignment around business priorities with cross-functional stakeholders and orchestrating cross-functional efforts. Partner with regional sales leadership to identify strategic opportunities, generate business plans, ensure smooth sales execution and drive advocacy for regional needs with central teams.
Help identify structure and lead large scale operational improvement initiatives through implementation. Work with Industry Sales Directors to proactively identify and resolve issues impacting business growth.
Serve as primary liaison to the Americas GTM team, local GMS Sales Ops, Sales Finance and Marketing teams to drive regional alignment and collaboration against Americas priorities. Deliver high quality executive communications, partnering across cross-functional teams on content managing delivery of messaging across Americas GTM leadership team.
Run smooth, efficient sales launch processes leading planning and supporting sales activation programs, headcount planning, objective setting, sales cadence, portfolio management and escalations.","BA/BS degree or equivalent practical experience.
12 years of work experience managing high performance teams.
Ability to speak and write in English fluently and idiomatically.","MBA or Master's degree.
Ability to pay attention to detail while handling multiple, simultaneous projects under deadline pressure.
Strong business acumen and the ability to successfully navigate and influence strong personalities within a complex business environment.
Distinctive problem solving and analysis skills, and impeccable business judgment.",business strategy,"lead high performing team deliver strategic operational priorities 
 drive alignment business priorities cross functional stakeholders orchestrating cross functional efforts   partner regional sales leadership identify strategic opportunities   generate business plans   ensure smooth sales execution drive advocacy regional needs central teams 
 help identify structure lead large scale operational improvement initiatives implementation   work industry sales directors proactively identify resolve issues impacting business growth 
 serve primary liaison americas gtm team   local gms sales ops   sales finance marketing teams drive regional alignment collaboration americas priorities   deliver high quality executive communications   partnering cross functional teams content managing delivery messaging americas gtm leadership team 
 run smooth   efficient sales launch processes leading planning supporting sales activation programs   headcount planning   objective setting   sales cadence   portfolio management escalations","ba bs degree equivalent practical experience 
 12 years work experience managing high performance teams 
 ability speak write english fluently idiomatically","mba master s degree 
 ability pay attention detail handling multiple   simultaneous projects deadline pressure 
 strong business acumen ability successfully navigate influence strong personalities complex business environment 
 distinctive problem solving analysis skills   impeccable business judgment","business strategy lead high performing team deliver strategic operational priorities 
 drive alignment business priorities cross functional stakeholders orchestrating cross functional efforts   partner regional sales leadership identify strategic opportunities   generate business plans   ensure smooth sales execution drive advocacy regional needs central teams 
 help identify structure lead large scale operational improvement initiatives implementation   work industry sales directors proactively identify resolve issues impacting business growth 
 serve primary liaison americas gtm team   local gms sales ops   sales finance marketing teams drive regional alignment collaboration americas priorities   deliver high quality executive communications   partnering cross functional teams content managing delivery messaging americas gtm leadership team 
 run smooth   efficient sales launch processes leading planning supporting sales activation programs   headcount planning   objective setting   sales cadence   portfolio management escalations ba bs degree equivalent practical experience 
 12 years work experience managing high performance teams 
 ability speak write english fluently idiomatically mba master s degree 
 ability pay attention detail handling multiple   simultaneous projects deadline pressure 
 strong business acumen ability successfully navigate influence strong personalities complex business environment 
 distinctive problem solving analysis skills   impeccable business judgment"
Google,"Data Scientist / Quantitative Analyst Technical Lead, Engineering",Business Strategy,"San Bruno, CA, United States","Work with large, complex YouTube data sets; solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes where needed for both products development and sales activity.
Directly manage a data science team. Interact cross-functionally with a wide variety of people and teams; work closely with engineers to identify opportunities for, design, and assess improvements to google products.
Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Research and develop analysis, forecasting and optimization methods to improve the quality of Google's user facing products; example application areas include ads quality, search quality, end-user behavioral modeling, and live experiments.","MS degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering) or equivalent practical experience.
10 years of relevant work experience in data analysis or related field (e.g., as a statistician / data scientist / computational biologist / bioinformatician).
5 years of people management / leadership experience
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL).","PhD degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).
12 years of directly relevant, tech industry work experience (e.g., as a statistician / bioinformatician / data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods. Analytical engagements outside class work while at school can be included.
8 years of demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques, including people management.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills.",business strategy,"work large   complex youtube data sets   solve difficult   non routine analysis problems   applying advanced analytical methods needed   conduct end end analysis includes data gathering requirements specification   processing   analysis   ongoing deliverables presentations 
 build prototype analysis pipelines iteratively provide insights scale   develop comprehensive understanding google data structures metrics   advocating changes needed products development sales activity 
 directly manage data science team   interact cross functionally wide variety people teams   work closely engineers identify opportunities   design   assess improvements google products 
 business recommendations   e g   cost benefit   forecasting   experiment analysis   effective presentations findings multiple levels stakeholders visual displays quantitative information 
 research develop analysis   forecasting optimization methods improve quality google s user facing products   example application areas include ads quality   search quality   end user behavioral modeling   live experiments","ms degree quantitative discipline   e g    statistics   operations research   bioinformatics   economics   computational biology   computer science   mathematics   physics   electrical engineering   industrial engineering   equivalent practical experience 
 10 years relevant work experience data analysis related field   e g    statistician    data scientist    computational biologist    bioinformatician  
 5 years people management    leadership experience 
 experience statistical software   e g    r   python   matlab   pandas   database languages   e g    sql  ","phd degree quantitative discipline   e g    statistics   operations research   bioinformatics   economics   computational biology   computer science   mathematics   physics   electrical engineering   industrial engineering  
 12 years directly relevant   tech industry work experience   e g    statistician    bioinformatician    data scientist    including deep expertise experience statistical data analysis linear models   multivariate analysis   stochastic models   sampling methods   analytical engagements outside class work school included 
 8 years demonstrated leadership self direction   demonstrated willingness teach learn new techniques   including people management 
 applied experience machine learning large datasets 
 experience articulating business questions mathematical techniques arrive answer available data   experience translating analysis results business recommendations 
 demonstrated skills selecting right statistical tools given data analysis problem   demonstrated effective written verbal communication skills","business strategy work large   complex youtube data sets   solve difficult   non routine analysis problems   applying advanced analytical methods needed   conduct end end analysis includes data gathering requirements specification   processing   analysis   ongoing deliverables presentations 
 build prototype analysis pipelines iteratively provide insights scale   develop comprehensive understanding google data structures metrics   advocating changes needed products development sales activity 
 directly manage data science team   interact cross functionally wide variety people teams   work closely engineers identify opportunities   design   assess improvements google products 
 business recommendations   e g   cost benefit   forecasting   experiment analysis   effective presentations findings multiple levels stakeholders visual displays quantitative information 
 research develop analysis   forecasting optimization methods improve quality google s user facing products   example application areas include ads quality   search quality   end user behavioral modeling   live experiments ms degree quantitative discipline   e g    statistics   operations research   bioinformatics   economics   computational biology   computer science   mathematics   physics   electrical engineering   industrial engineering   equivalent practical experience 
 10 years relevant work experience data analysis related field   e g    statistician    data scientist    computational biologist    bioinformatician  
 5 years people management    leadership experience 
 experience statistical software   e g    r   python   matlab   pandas   database languages   e g    sql   phd degree quantitative discipline   e g    statistics   operations research   bioinformatics   economics   computational biology   computer science   mathematics   physics   electrical engineering   industrial engineering  
 12 years directly relevant   tech industry work experience   e g    statistician    bioinformatician    data scientist    including deep expertise experience statistical data analysis linear models   multivariate analysis   stochastic models   sampling methods   analytical engagements outside class work school included 
 8 years demonstrated leadership self direction   demonstrated willingness teach learn new techniques   including people management 
 applied experience machine learning large datasets 
 experience articulating business questions mathematical techniques arrive answer available data   experience translating analysis results business recommendations 
 demonstrated skills selecting right statistical tools given data analysis problem   demonstrated effective written verbal communication skills"
Google,"Head of Platforms and Display, Go-to-Market Strategy and Operations",Business Strategy,"New York, NY, United States","Partner with Sales Leaders and cross-functional teams to develop quarterly and annual business plans.
Pilot and scale business growth opportunities across the business, and continuously improve Sales team capabilities and effectiveness.
Design and execute Platforms and Display growth initiatives. Manage operational improvements, including optimizing resource allocation across sales teams and measuring progress against business goals.
Help steer global initiatives such as Ecosystem Strategy or Cloud Partnership approach.","BA/BS degree in Business or related field, or equivalent practical experience.
5 years of experience in a Sales Operations, Consulting and/or Strategic/Corporate Planning role.","MBA or advanced graduate degree in a management, technical or engineering field.
7 years of experience at a leading consulting firm and/or a digital media or advertising technology company.
Distinctive problem-solving, analytical and project management skills, including experience executing complex strategic and operational sales initiatives.
Effective communication skills, with the ability to build relationships with stakeholders and influence personalities within a complex business environment.",business strategy,"partner sales leaders cross functional teams develop quarterly annual business plans 
 pilot scale business growth opportunities business   continuously improve sales team capabilities effectiveness 
 design execute platforms display growth initiatives   manage operational improvements   including optimizing resource allocation sales teams measuring progress business goals 
 help steer global initiatives ecosystem strategy cloud partnership approach","ba bs degree business related field   equivalent practical experience 
 5 years experience sales operations   consulting strategic corporate planning role","mba advanced graduate degree management   technical engineering field 
 7 years experience leading consulting firm digital media advertising technology company 
 distinctive problem solving   analytical project management skills   including experience executing complex strategic operational sales initiatives 
 effective communication skills   ability build relationships stakeholders influence personalities complex business environment","business strategy partner sales leaders cross functional teams develop quarterly annual business plans 
 pilot scale business growth opportunities business   continuously improve sales team capabilities effectiveness 
 design execute platforms display growth initiatives   manage operational improvements   including optimizing resource allocation sales teams measuring progress business goals 
 help steer global initiatives ecosystem strategy cloud partnership approach ba bs degree business related field   equivalent practical experience 
 5 years experience sales operations   consulting strategic corporate planning role mba advanced graduate degree management   technical engineering field 
 7 years experience leading consulting firm digital media advertising technology company 
 distinctive problem solving   analytical project management skills   including experience executing complex strategic operational sales initiatives 
 effective communication skills   ability build relationships stakeholders influence personalities complex business environment"
Google,"Strategy Associate, Search and Assistant Distribution, Global Partnerships",Business Strategy,"Mountain View, CA, United States","Build and inform the strategic direction for distribution efforts for Search and Assistant product areas.
Build and support relationships with cross-functional team members, including Marketing, Technical Support, Legal, Policy, Product, Engineering, HR, Finance, Communications and Compliance to shape a well-coordinated support strategy.
Direct and conduct complex analyses, solve strategic and operational challenges and identify key insights.
Communicate results and insights with strategy leads and key leaders (e.g. through presentations and ongoing analysis/reports, etc).","BA/BS degree in a technical or quantitative/business field, or equivalent practical experience.
5 years of relevant work experience.","MBA, Master's degree or PhD.
Experience at a Management Consulting firm and/or in a Corporate Strategy role for a technology company.
Ability to collaborate with stakeholders and to influence change across all levels within an organization.
Ability to understand complex technical and product concepts, with excellent interpersonal and communication skills to formulate and articulate business, financial and other points of value with partners.
Entrepreneurial, comfortable with ambiguity, self-motivated, creative, intellectually curious, and highly collaborative, with a passion for and understanding of Google products.",business strategy,"build inform strategic direction distribution efforts search assistant product areas 
 build support relationships cross functional team members   including marketing   technical support   legal   policy   product   engineering   hr   finance   communications compliance shape coordinated support strategy 
 direct conduct complex analyses   solve strategic operational challenges identify key insights 
 communicate results insights strategy leads key leaders   e g   presentations ongoing analysis reports   etc  ","ba bs degree technical quantitative business field   equivalent practical experience 
 5 years relevant work experience","mba   master s degree phd 
 experience management consulting firm corporate strategy role technology company 
 ability collaborate stakeholders influence change levels organization 
 ability understand complex technical product concepts   excellent interpersonal communication skills formulate articulate business   financial points value partners 
 entrepreneurial   comfortable ambiguity   self motivated   creative   intellectually curious   highly collaborative   passion understanding google products","business strategy build inform strategic direction distribution efforts search assistant product areas 
 build support relationships cross functional team members   including marketing   technical support   legal   policy   product   engineering   hr   finance   communications compliance shape coordinated support strategy 
 direct conduct complex analyses   solve strategic operational challenges identify key insights 
 communicate results insights strategy leads key leaders   e g   presentations ongoing analysis reports   etc   ba bs degree technical quantitative business field   equivalent practical experience 
 5 years relevant work experience mba   master s degree phd 
 experience management consulting firm corporate strategy role technology company 
 ability collaborate stakeholders influence change levels organization 
 ability understand complex technical product concepts   excellent interpersonal communication skills formulate articulate business   financial points value partners 
 entrepreneurial   comfortable ambiguity   self motivated   creative   intellectually curious   highly collaborative   passion understanding google products"
Google,"Enterprise Customer Development Representative, Google Cloud (German)",Business Strategy,"Dublin, Ireland","Contribute to account/territory strategy by performing internal and external research to identify opportunities and challenges.
Prepare customer proposals and account plans to support the business cycle.
Analyze customer and industry data to provide key business insights, prepare Customer Business Reviews and help identify ways in which Google Cloud can transform their business through defined insights.
Support pipeline building activities by actively engaging with leads, including senior executives and stakeholders, and supporting planning of customer events.","BA/BS degree or equivalent practical experience.
Ability to speak and write in German and English fluently and idiomatically.","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal.",business strategy,"contribute account territory strategy performing internal external research identify opportunities challenges 
 prepare customer proposals account plans support business cycle 
 analyze customer industry data provide key business insights   prepare customer business reviews help identify ways google cloud transform business defined insights 
 support pipeline building activities actively engaging leads   including senior executives stakeholders   supporting planning customer events","ba bs degree equivalent practical experience 
 ability speak write german english fluently idiomatically","experience internship sales   customer support   account management   business analysis   marketing consulting   technology industry 
 technically minded   understanding technology cloud computing market   passion google cloud products   g suite   google cloud platform  
 ability effectively operate high energy flexibility fast paced   constantly evolving team environment 
 ability build influential relationships deliver results cross functional matrixed environment 
 goal oriented   self motivated individual confident   thorough   tenacious strong analytical skills   demonstrated organizational project management capabilities 
 strong communication presentation skills   written verbal","business strategy contribute account territory strategy performing internal external research identify opportunities challenges 
 prepare customer proposals account plans support business cycle 
 analyze customer industry data provide key business insights   prepare customer business reviews help identify ways google cloud transform business defined insights 
 support pipeline building activities actively engaging leads   including senior executives stakeholders   supporting planning customer events ba bs degree equivalent practical experience 
 ability speak write german english fluently idiomatically experience internship sales   customer support   account management   business analysis   marketing consulting   technology industry 
 technically minded   understanding technology cloud computing market   passion google cloud products   g suite   google cloud platform  
 ability effectively operate high energy flexibility fast paced   constantly evolving team environment 
 ability build influential relationships deliver results cross functional matrixed environment 
 goal oriented   self motivated individual confident   thorough   tenacious strong analytical skills   demonstrated organizational project management capabilities 
 strong communication presentation skills   written verbal"
Google,"Go-To-Market Strategy Manager (EMEA), Pixel",Business Strategy,"London, United Kingdom","Ensure channel readiness management ahead of launches.
Define the EMEA channel Go-To-Market strategy for Pixel and manage the execution plan.
Lead sales reporting, market insights and quarterly business reviews.
Lead best practice sharing, market analysis and market intelligence reporting.
Build and nurture strong relationships with colleagues, retail partners and internal management.","BA/BS degree or equivalent practical experience.
Experience building strong relationships with senior stakeholders and influencing executive decisions.","Demonstrated project management experience.
Ability to be creative in using data to drive business decisions.
Ability to lead and handle multiple time-sensitive projects.
Strong business acumen and the ability to successfully navigate and influence within a complex and matrixed business environment.
Strategic business planning skills.
Excellent communication, interpersonal, and presentation skills. Analytical and detail-oriented skills with the ability to clarify and summarize complex issues.",business strategy,"ensure channel readiness management ahead launches 
 define emea channel market strategy pixel manage execution plan 
 lead sales reporting   market insights quarterly business reviews 
 lead best practice sharing   market analysis market intelligence reporting 
 build nurture strong relationships colleagues   retail partners internal management","ba bs degree equivalent practical experience 
 experience building strong relationships senior stakeholders influencing executive decisions","demonstrated project management experience 
 ability creative data drive business decisions 
 ability lead handle multiple time sensitive projects 
 strong business acumen ability successfully navigate influence complex matrixed business environment 
 strategic business planning skills 
 excellent communication   interpersonal   presentation skills   analytical detail oriented skills ability clarify summarize complex issues","business strategy ensure channel readiness management ahead launches 
 define emea channel market strategy pixel manage execution plan 
 lead sales reporting   market insights quarterly business reviews 
 lead best practice sharing   market analysis market intelligence reporting 
 build nurture strong relationships colleagues   retail partners internal management ba bs degree equivalent practical experience 
 experience building strong relationships senior stakeholders influencing executive decisions demonstrated project management experience 
 ability creative data drive business decisions 
 ability lead handle multiple time sensitive projects 
 strong business acumen ability successfully navigate influence complex matrixed business environment 
 strategic business planning skills 
 excellent communication   interpersonal   presentation skills   analytical detail oriented skills ability clarify summarize complex issues"
Google,"Strategy and Operations Analyst, Ad Grants",Business Strategy,"Mountain View, CA, United States","Research and analyze key business drivers, trends, and operating metrics to communicate findings on a regular basis to all levels of management.
Perform ad-hoc analysis to predict, measure, and interpret business trends and to inform key strategic decisions.
Identify opportunities for product, program, and process improvement, with a focus on driving business growth.","BA/BS degree with a quantitative focus (e.g. Economics, Computer Science, Mathematics, Physics, Statistics or Accounting, etc) or equivalent practical experience.
3 years of analytical work experience in a Marketing, Sales, Management Consulting and/or Business Operations environment.","MBA, Master's degree or PhD.
Experience working with statistics and experiment design.
Familiarity within the nonprofit sector.
Demonstrated ability to strategically analyze and synthesize data into actionable insights.
Effective spreadsheet and database query skills (e.g. SQL, etc).",business strategy,"research analyze key business drivers   trends   operating metrics communicate findings regular basis levels management 
 perform ad hoc analysis predict   measure   interpret business trends inform key strategic decisions 
 identify opportunities product   program   process improvement   focus driving business growth","ba bs degree quantitative focus   e g   economics   computer science   mathematics   physics   statistics accounting   etc   equivalent practical experience 
 3 years analytical work experience marketing   sales   management consulting business operations environment","mba   master s degree phd 
 experience working statistics experiment design 
 familiarity nonprofit sector 
 demonstrated ability strategically analyze synthesize data actionable insights 
 effective spreadsheet database query skills   e g   sql   etc  ","business strategy research analyze key business drivers   trends   operating metrics communicate findings regular basis levels management 
 perform ad hoc analysis predict   measure   interpret business trends inform key strategic decisions 
 identify opportunities product   program   process improvement   focus driving business growth ba bs degree quantitative focus   e g   economics   computer science   mathematics   physics   statistics accounting   etc   equivalent practical experience 
 3 years analytical work experience marketing   sales   management consulting business operations environment mba   master s degree phd 
 experience working statistics experiment design 
 familiarity nonprofit sector 
 demonstrated ability strategically analyze synthesize data actionable insights 
 effective spreadsheet database query skills   e g   sql   etc  "
Google,Risk and Compliance Manager,Business Strategy,"Sunnyvale, CA, United States","Lead cross-functional business and governance projects; define, implement and maintain processes and procedures to support Sales, Finance, Product, Technical, Engineering and Marketing teams.
Influence stakeholders to close gaps in control frameworks and develop scalable solutions.
Identify, create and measure process and control improvements that automate manual steps, consolidate bespoke processes and scale with growth.
Draft, vet and build cross functional support for new policies and training of teams engaged in commercial vending.
Use data to architect metrics, solve problems and impact executive decision making.","BA/BS degree or equivalent practical experience.
6 years of experience in accounting or management consulting, or similar.","MBA, Master's degree or PhD in a Business related field.
Experience coding with SQL and/or AppSript.
Experience implementing and managing programs, designing and implementing processes/controls, with a background in the internet industry.
Experience engaging with and crafting communications.
Familiarity/background in system implementations (CRM, accounting, process workflows, etc).
Excellent quantitative, editorial and presentation skills; innovative, organized, thorough, and detail-oriented.",business strategy,"lead cross functional business governance projects   define   implement maintain processes procedures support sales   finance   product   technical   engineering marketing teams 
 influence stakeholders close gaps control frameworks develop scalable solutions 
 identify   create measure process control improvements automate manual steps   consolidate bespoke processes scale growth 
 draft   vet build cross functional support new policies training teams engaged commercial vending 
 use data architect metrics   solve problems impact executive decision making","ba bs degree equivalent practical experience 
 6 years experience accounting management consulting   similar","mba   master s degree phd business related field 
 experience coding sql appsript 
 experience implementing managing programs   designing implementing processes controls   background internet industry 
 experience engaging crafting communications 
 familiarity background system implementations   crm   accounting   process workflows   etc  
 excellent quantitative   editorial presentation skills   innovative   organized   thorough   detail oriented","business strategy lead cross functional business governance projects   define   implement maintain processes procedures support sales   finance   product   technical   engineering marketing teams 
 influence stakeholders close gaps control frameworks develop scalable solutions 
 identify   create measure process control improvements automate manual steps   consolidate bespoke processes scale growth 
 draft   vet build cross functional support new policies training teams engaged commercial vending 
 use data architect metrics   solve problems impact executive decision making ba bs degree equivalent practical experience 
 6 years experience accounting management consulting   similar mba   master s degree phd business related field 
 experience coding sql appsript 
 experience implementing managing programs   designing implementing processes controls   background internet industry 
 experience engaging crafting communications 
 familiarity background system implementations   crm   accounting   process workflows   etc  
 excellent quantitative   editorial presentation skills   innovative   organized   thorough   detail oriented"
Google,"Business Analyst Intern, Summer 2018",Business Strategy,"Mountain View, CA, United States","Conduct data analysis to make business recommendations (cost-benefit, invest-divest, forecasting, impact analysis).
Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information.
Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.
Collaborate with cross-functional stakeholders to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.
Help Google to focus on key decisions to improve products and services.","Must be enrolled in a full-time degree program and returning to the program after the end of the internship.
Currently pursuing a Bachelor’s degree with emphasis on coursework of a quantitative nature(e.g Statistics, Computer Science, Engineering , Mathematics, Data Sciences)
Experience working with statistical packages (e.g. R, SAS, Stata, MATLAB, etc.) or experience in scripting with SQL.
Experience pulling data from datasets and using statistics to arrive at an answer.","Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and good business judgment.
Capable of translating analysis results into business recommendations.
Strong written and verbal communication skills.
Authorization to work in the United States.",business strategy,"conduct data analysis business recommendations   cost benefit   invest divest   forecasting   impact analysis  
 deliver effective presentations findings recommendations multiple levels stakeholders   creating visual displays quantitative information 
 develop automate reports   iteratively build prototype dashboards provide insights scale   solving analytical needs 
 collaborate cross functional stakeholders understand business needs   formulate complete end end analysis includes data gathering   analysis   ongoing scaled deliverables presentations 
 help google focus key decisions improve products services","enrolled time degree program returning program end internship 
 currently pursuing bachelor s degree emphasis coursework quantitative nature e g statistics   computer science   engineering    mathematics   data sciences 
 experience working statistical packages   e g   r   sas   stata   matlab   etc    experience scripting sql 
 experience pulling data datasets statistics arrive answer","deep interest aptitude data   metrics   analysis trends applied knowledge measurement   statistics program evaluation 
 distinctive problem solving skills good business judgment 
 capable translating analysis results business recommendations 
 strong written verbal communication skills 
 authorization work united states","business strategy conduct data analysis business recommendations   cost benefit   invest divest   forecasting   impact analysis  
 deliver effective presentations findings recommendations multiple levels stakeholders   creating visual displays quantitative information 
 develop automate reports   iteratively build prototype dashboards provide insights scale   solving analytical needs 
 collaborate cross functional stakeholders understand business needs   formulate complete end end analysis includes data gathering   analysis   ongoing scaled deliverables presentations 
 help google focus key decisions improve products services enrolled time degree program returning program end internship 
 currently pursuing bachelor s degree emphasis coursework quantitative nature e g statistics   computer science   engineering    mathematics   data sciences 
 experience working statistical packages   e g   r   sas   stata   matlab   etc    experience scripting sql 
 experience pulling data datasets statistics arrive answer deep interest aptitude data   metrics   analysis trends applied knowledge measurement   statistics program evaluation 
 distinctive problem solving skills good business judgment 
 capable translating analysis results business recommendations 
 strong written verbal communication skills 
 authorization work united states"
Google,Android Device Strategy Lead,Business Strategy,"Mountain View, CA, United States","Work closely with regional leads and product leaders to define and articulate both global and regional strategies for our devices portfolio.
Work closely with BD teams to ensure they are able to articulate the program benefits to new carriers and OEMs.
Lead our efforts to understand business performance and progression towards long-term strategic goals. Conduct business reviews and be responsible for designing senior executive discussions/reviews. -","BA/BS degree or equivalent practical experience.
8 years of experience in management consulting, corporate development, product management or investment banking.","MBA or equivalent extensive strategy experience.
Ability to lead and handle multiple time-sensitive projects.
Passion for mobile devices.
Creative, results driven, business minded, and collaborative.
Excellent communication skills with the ability to turn a high level concept into a well defined narrative with executive ready materials.",business strategy,"work closely regional leads product leaders define articulate global regional strategies devices portfolio 
 work closely bd teams ensure able articulate program benefits new carriers oems 
 lead efforts understand business performance progression long term strategic goals   conduct business reviews responsible designing senior executive discussions reviews   ","ba bs degree equivalent practical experience 
 8 years experience management consulting   corporate development   product management investment banking","mba equivalent extensive strategy experience 
 ability lead handle multiple time sensitive projects 
 passion mobile devices 
 creative   results driven   business minded   collaborative 
 excellent communication skills ability turn high level concept defined narrative executive ready materials","business strategy work closely regional leads product leaders define articulate global regional strategies devices portfolio 
 work closely bd teams ensure able articulate program benefits new carriers oems 
 lead efforts understand business performance progression long term strategic goals   conduct business reviews responsible designing senior executive discussions reviews    ba bs degree equivalent practical experience 
 8 years experience management consulting   corporate development   product management investment banking mba equivalent extensive strategy experience 
 ability lead handle multiple time sensitive projects 
 passion mobile devices 
 creative   results driven   business minded   collaborative 
 excellent communication skills ability turn high level concept defined narrative executive ready materials"
Google,"Market Intelligence Analyst, Consumer Hardware Products",Business Strategy,"Mountain View, CA, United States","Analyze and communicate key insights for existing projects.
Act as a thought leader and subject matter expert (SME) for specific analytics-driven business problems.
Communicate business findings and strategic recommendations to management.
Drive the implementation of Analytics Platforms that connect data systems and business intelligence (BI) systems.
Construct an analysis around a specific business question, write a clear, usable project plan, and execute with minimal guidance.","BA/BS degree or equivalent practical experience.
6 years of relevant work experience.","Demonstrated understanding of statistical modeling techniques. Ability to effectively influence and communicate cross-functionally across all levels.
Demonstrated accountability, with the ability to take ownership of the end-to-end project life cycle.
Creative, results-driven, business minded, and collaborative, with the ability to seamlessly move between strategy and execution.
Excellent written and verbal communication and presentation skills, with the ability to comfortably interact with technical and non-technical groups, partners and Google’s executive management.",business strategy,"analyze communicate key insights existing projects 
 act thought leader subject matter expert   sme   specific analytics driven business problems 
 communicate business findings strategic recommendations management 
 drive implementation analytics platforms connect data systems business intelligence   bi   systems 
 construct analysis specific business question   write clear   usable project plan   execute minimal guidance","ba bs degree equivalent practical experience 
 6 years relevant work experience","demonstrated understanding statistical modeling techniques   ability effectively influence communicate cross functionally levels 
 demonstrated accountability   ability ownership end end project life cycle 
 creative   results driven   business minded   collaborative   ability seamlessly strategy execution 
 excellent written verbal communication presentation skills   ability comfortably interact technical non technical groups   partners google s executive management","business strategy analyze communicate key insights existing projects 
 act thought leader subject matter expert   sme   specific analytics driven business problems 
 communicate business findings strategic recommendations management 
 drive implementation analytics platforms connect data systems business intelligence   bi   systems 
 construct analysis specific business question   write clear   usable project plan   execute minimal guidance ba bs degree equivalent practical experience 
 6 years relevant work experience demonstrated understanding statistical modeling techniques   ability effectively influence communicate cross functionally levels 
 demonstrated accountability   ability ownership end end project life cycle 
 creative   results driven   business minded   collaborative   ability seamlessly strategy execution 
 excellent written verbal communication presentation skills   ability comfortably interact technical non technical groups   partners google s executive management"
